tenure,PhoneService,MonthlyCharges,TotalCharges,Churn,Month-to-month,One year,Two year,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check,yj_tenure,yj_monthly_charges,yj_total_charges,MonthlyCharges_over_Median
1,1,45.95,45.95,1,1,0,0,0,0,0,1,-1.64951068859475,-0.6094361302069649,-1.6839294212153013,-24.4
52,0,50.5,2566.3,0,1,0,0,0,0,1,0,0.8434416676242629,-0.4565085033611863,0.5113231916388211,-19.85
6,1,25.1,171.0,0,0,1,0,0,0,0,1,-1.0871551037834613,-1.325998489888434,-1.1970776044112805,-45.25
26,1,60.7,1597.4,0,0,1,0,0,0,0,1,-0.0005552316562695923,-0.1170454095090436,0.12150483719564653,-9.65
48,1,99.0,4744.35,0,0,1,0,0,0,1,0,0.7316665616121936,1.1264359145736869,1.0916545775698963,28.65
64,1,104.4,6721.6,0,0,1,0,1,0,0,0,1.1532048597782154,1.2986738041624333,1.463136170544267,34.05
3,1,83.75,247.25,1,1,0,0,0,0,1,0,-1.3774251677095442,0.6363031335810768,-1.0278627546058936,13.4
1,1,44.05,44.05,0,1,0,0,1,0,0,0,-1.64951068859475,-0.6736033452050876,-1.6969415961000525,-26.3
72,1,24.1,1734.65,0,0,0,1,0,1,0,0,1.3423997654271964,-1.361209152293633,0.18595685633465298,-46.25
1,1,45.55,45.55,0,1,0,0,0,0,0,1,-1.64951068859475,-0.6229294067885797,-1.6866357105193595,-24.8
51,1,93.8,4539.35,0,1,0,0,0,0,1,0,0.8159478490179468,0.9599504973163984,1.0468552304936383,23.45
41,1,19.7,804.25,0,0,0,1,1,0,0,0,0.5231909668554814,-1.5173875444584635,-0.3657598790719983,-50.65
72,1,70.65,5011.15,0,0,0,1,0,1,0,0,1.3423997654271964,0.21024825702730743,1.1478446747048654,0.3
43,1,86.45,3574.5,0,0,0,1,0,1,0,0,0.5845984244882567,0.7235090161852422,0.8130085090113638,16.1
72,1,114.1,8086.4,0,0,0,1,0,1,0,0,1.3423997654271964,1.6065108092431306,1.6739948380303482,43.75
47,1,95.2,4563.0,0,0,1,0,0,1,0,0,0.7029412865073081,1.0048360092535613,1.05209965972885,24.85
72,1,88.55,6362.35,0,0,0,1,0,1,0,0,1.3423997654271964,0.7912031313442479,1.402362923431476,18.2
3,1,20.75,67.1,0,1,0,0,0,1,0,0,-1.3774251677095442,-1.4799197857096422,-1.5604449312140825,-49.6
1,1,70.05,70.05,1,1,0,0,0,0,1,0,-1.64951068859475,0.19060830619814795,-1.5456105014454322,-0.3
2,1,86.0,165.45,1,1,0,0,0,0,1,0,-1.5006572680319321,0.7089881691930144,-1.211450764984334,15.65
26,0,44.65,1156.55,0,1,0,0,1,0,0,0,-0.0005552316562695923,-0.6533195780618498,-0.11839762838865338,-25.7
29,1,60.2,1834.15,0,1,0,0,0,0,0,1,0.1151106542720647,-0.1335869632051534,0.2303400513833192,-10.15
35,1,100.5,3653.35,1,1,0,0,1,0,0,0,0.32860085336873746,1.1743447076555074,0.8337778445586069,30.15
27,1,55.45,1477.65,0,0,1,0,1,0,0,0,0.038755248387426125,-0.2912239967093456,0.061802646055346036,-14.9
24,1,70.3,1706.45,0,1,0,0,0,1,0,0,-0.08166574183383808,0.19879304793699631,0.17303321792716983,-0.05
67,1,60.4,3953.7,0,0,0,1,1,0,0,0,1.2255857951871587,-0.12696919185420869,0.9099524881031493,-9.95
16,1,72.65,1194.3,1,1,0,0,0,0,1,0,-0.448619898948372,0.27563082510257564,-0.09540890436171588,2.3
23,1,55.8,1327.85,0,0,1,0,1,0,0,0,-0.1235691070706996,-0.2795773226222777,-0.018194745857392353,-14.55
14,0,31.1,419.7,0,1,0,0,0,0,0,1,-0.5547408378026305,-1.1166252464346291,-0.7553135705121197,-39.25
1,1,21.0,21.0,1,1,0,0,0,0,1,0,-1.64951068859475,-1.4710180881829948,-1.902304497551099,-49.35
1,1,45.1,45.1,1,1,0,0,0,0,0,1,-1.64951068859475,-0.6381192139504622,-1.6897011175996188,-25.25
4,0,50.95,207.35,0,1,0,0,0,1,0,0,-1.2703041619828765,-0.44143743290184645,-1.1106281423880209,-19.4
16,1,69.1,1083.7,0,1,0,0,0,0,1,0,-0.448619898948372,0.1594875254083468,-0.16439289287731912,-1.25
46,0,43.95,2007.85,0,1,0,0,0,0,1,0,0.6738832112071088,-0.6769858359206554,0.30369210695063537,-26.4
68,1,86.5,5882.75,0,0,0,1,1,0,0,0,1.2493191910649597,0.7251221148701833,1.3171024141547651,16.15
38,1,69.95,2657.55,0,1,0,0,0,0,1,0,0.42796708369087405,0.18733383593702324,0.5419507720192064,-0.4
30,1,50.4,1527.5,1,1,0,0,1,0,0,0,0.15223372353283068,-0.45985890028922094,0.08707890995298563,-19.95
5,1,78.95,378.4,1,1,0,0,0,0,1,0,-1.1744883931411274,0.48077711852285077,-0.8116113910391833,8.6
17,1,90.95,1612.2,0,1,0,0,0,1,0,0,-0.3981465169371277,0.8684297506735508,0.12864913582653748,20.6
4,1,19.9,76.65,0,0,0,1,0,0,0,1,-1.2703041619828765,-1.510240600546022,-1.5140157185201721,-50.45
12,1,20.15,260.7,0,0,1,0,0,0,1,0,-0.6690121449776787,-1.5013137577772593,-1.0022112272003552,-50.2
72,1,90.6,6441.85,0,0,0,1,0,1,0,0,1.3423997654271964,0.8571765590171583,1.4160282976987926,20.25
3,1,92.0,266.8,0,1,0,0,0,0,1,0,-1.3774251677095442,0.9021710855539988,-0.9909010240411621,21.65
56,1,94.45,5124.6,1,1,0,0,0,0,1,0,0.950643434792482,0.9807960246261562,1.1710626794760912,24.1
41,1,24.85,962.25,0,0,1,0,0,0,0,1,0.5231909668554814,-1.3347920092792724,-0.24648493808959532,-45.5
40,0,36.0,1382.9,0,0,1,0,0,1,0,0,0.4918803330743284,-0.9477256411928959,0.011950727125670987,-34.35
7,1,78.5,571.05,0,1,0,0,0,0,1,0,-1.0064820089535154,0.4661630540889339,-0.5788970245069307,8.15
69,1,19.95,1399.35,0,0,0,1,0,1,0,0,1.2728631746441463,-1.5084546268396353,0.020784787558367344,-50.4
7,1,20.65,150.0,0,0,1,0,0,0,0,1,-1.0064820089535154,-1.4834824996172558,-1.2534415765607534,-49.7
5,0,30.5,167.2,0,1,0,0,0,0,1,0,-1.1744883931411274,-1.137427971484709,-1.206880563593836,-39.85
72,1,106.1,7657.4,0,0,0,1,0,1,0,0,1.3423997654271964,1.3527654238299676,1.6107856224803043,35.75
44,1,20.5,865.05,0,0,1,0,1,0,0,0,0.6147237935498152,-1.4888287687087969,-0.3179527199630931,-49.85
65,1,95.5,6153.85,0,0,1,0,0,0,1,0,1.177533226731727,1.0144482628370497,1.3659078804043925,25.15
3,1,64.6,174.2,0,1,0,0,0,0,1,0,-1.3774251677095442,0.011657602955103602,-1.1889471208529558,-5.75
24,1,51.1,1269.6,0,1,0,0,0,1,0,0,-0.08166574183383808,-0.436415811175365,-0.05112547443000247,-19.25
44,1,84.8,3862.55,1,1,0,0,1,0,0,0,0.6147237935498152,0.6702396902112157,0.8873054408706649,14.45
72,1,89.1,6352.4,0,0,0,1,0,1,0,0,1.3423997654271964,0.8089137705883406,1.400643643960442,18.75
24,1,54.95,1348.5,0,1,0,0,0,0,1,0,-0.08166574183383808,-0.30787102856913895,-0.006779396063140292,-15.4
1,1,50.9,50.9,1,1,0,0,0,0,0,1,-1.64951068859475,-0.4431115360031049,-1.6517843465960194,-19.45
22,1,20.45,471.55,0,1,0,0,1,0,0,0,-0.1664493239068418,-1.4906114475160324,-0.6902030824417245,-49.9
70,1,85.95,5931.75,0,0,0,1,0,1,0,0,1.2962219315344548,0.7073744122497783,1.3260462977099967,15.6
25,1,60.35,1404.65,0,1,0,0,0,0,1,0,-0.040679185263632685,-0.12862349066528614,0.02361451425976754,-10.0
37,1,19.8,726.1,0,0,0,1,1,0,0,0,0.39533012829048825,-1.5138134611164333,-0.4313413223876729,-50.55
22,1,85.35,1961.6,0,1,0,0,1,0,0,0,-0.1664493239068418,0.6880041654578171,0.28463886519428255,15.0
59,1,72.1,4194.85,0,0,0,1,1,0,0,0,1.0283412722014162,0.25766336181154226,0.968044516297856,1.75
49,1,99.8,4872.45,1,1,0,0,0,0,1,0,0.7600695254995882,1.1519935874454443,1.1189199211980503,29.45
47,1,107.35,5118.95,1,1,0,0,1,0,0,0,0.7029412865073081,1.3924996496591218,1.1699155097528062,37.0
31,1,19.55,658.95,1,1,0,0,0,0,0,1,0.18870045504800334,-1.5227509760296476,-0.49203917472529024,-50.8
1,1,81.05,81.05,0,1,0,0,0,0,1,0,-1.64951068859475,0.5488992555881934,-1.4940506172289858,10.7
3,1,20.5,76.95,0,1,0,0,0,0,1,0,-1.3774251677095442,-1.4888287687087969,-1.5126280006402897,-49.85
53,1,111.8,5809.75,0,0,1,0,1,0,0,0,0.8706501574850521,1.5336915120064822,1.3036741531974365,41.45
1,1,20.2,20.2,0,1,0,0,0,0,0,1,-1.64951068859475,-1.4995292931128832,-1.911937689041625,-50.15
20,1,19.7,415.9,0,0,1,0,0,0,0,1,-0.25541534333978894,-1.5173875444584635,-0.7603165057619609,-50.65
3,1,79.1,246.5,1,1,0,0,0,0,1,0,-1.3774251677095442,0.4856471708710354,-1.029323393833835,8.75
51,1,19.85,996.95,0,0,1,0,1,0,0,0,0.8159478490179468,-1.512026878377857,-0.2222766969932609,-50.5
51,1,60.5,3145.15,0,0,1,0,1,0,0,0,0.8159478490179468,-0.12366088178293197,0.6934894009190408,-9.85
13,1,19.55,265.3,0,0,0,1,0,0,0,1,-0.6107472632943244,-1.5227509760296476,-0.9936642448438618,-50.8
1,1,20.9,20.9,0,1,0,0,0,0,0,1,-1.64951068859475,-1.4745778986575147,-1.903494196031276,-49.45
1,1,21.05,21.05,0,1,0,0,0,0,0,1,-1.64951068859475,-1.469238615096428,-1.9017111616518874,-49.3
63,1,71.5,4576.3,0,0,1,0,0,0,1,0,1.128668673171682,0.23805151359922422,1.0550400509254478,1.15
3,1,54.65,189.1,0,1,0,0,0,0,0,1,-1.3774251677095442,-0.31786432521427793,-1.1524863635011438,-15.7
46,1,19.2,908.15,0,0,0,1,0,1,0,0,0.6738832112071088,-1.5352765264941346,-0.2855603068869452,-51.15
1,1,49.8,49.8,0,1,0,0,0,1,0,0,-1.64951068859475,-0.47997105905413284,-1.658723203896587,-20.55
8,0,25.5,215.2,1,1,0,0,0,0,0,1,-0.9312131934186263,-1.3119412987343209,-1.0934628670161817,-44.85
71,1,20.5,1500.95,0,0,0,1,1,0,0,0,1.3193994974194543,-1.4888287687087969,0.0736947496927695,-49.85
55,1,90.4,5099.15,0,1,0,0,0,1,0,0,0.9242434306301404,0.8507447903840587,1.165887865491018,20.05
70,1,90.25,6385.95,0,0,1,0,1,0,0,0,1.2962219315344548,0.8459203066308103,1.4064328017349719,19.9
2,1,80.75,159.45,1,1,0,0,0,0,1,0,-1.5006572680319321,0.5391751926071938,-1.227397598844081,10.4
67,1,104.6,6885.75,0,0,0,1,1,0,0,0,1.2255857951871587,1.3050407282921026,1.4901001498078321,34.25
65,1,91.85,5940.85,1,1,0,0,1,0,0,0,1.177533226731727,0.8973525618868037,1.3277012278140454,21.5
14,1,50.2,668.85,0,1,0,0,0,1,0,0,-0.5547408378026305,-0.466561086992638,-0.48280894915750855,-20.15
20,1,95.5,1916.2,0,1,0,0,1,0,0,0,-0.25541534333978894,1.0144482628370497,0.2656069346504687,25.15
1,1,75.35,75.35,1,1,0,0,0,0,1,0,-1.64951068859475,0.36369767661423985,-1.5200758322429397,5.0
1,1,75.45,75.45,1,1,0,0,0,0,1,0,-1.64951068859475,0.36695510780209273,-1.5196069465260948,5.1
49,1,95.4,4613.95,0,1,0,0,1,0,0,0,0.7600695254995882,1.0112444149494344,1.063329349677355,25.05
72,1,101.3,7261.25,0,0,0,1,1,0,0,0,1.3423997654271964,1.1998754190014416,1.5500237607618148,30.95
46,1,53.1,2459.8,0,1,0,0,0,0,1,0,0.6738832112071088,-0.3695579489575035,0.4745314975469901,-17.25
24,1,84.85,2048.8,0,1,0,0,1,0,0,0,-0.08166574183383808,0.6718549766596389,0.3202905030389187,14.5
5,0,34.25,163.55,0,1,0,0,0,0,1,0,-1.1744883931411274,-1.007852449275814,-1.2164534949545784,-36.1
33,1,88.6,2888.7,0,1,0,0,0,1,0,0,0.25978882803406383,0.7928135086775504,0.6161671115492213,18.25
42,1,60.15,2421.6,0,0,1,0,1,0,0,0,0.5540920985342753,-0.13524164636727942,0.4610451520138112,-10.2
23,1,99.95,2292.75,0,0,1,0,0,1,0,0,-0.1235691070706996,1.1567840406400196,0.41435073946021744,29.6
8,1,70.7,553.4,0,1,0,0,1,0,0,0,-0.9312131934186263,0.21188438992439285,-0.5975241624142558,0.35
66,1,54.8,3465.7,0,0,1,0,0,0,0,1,1.2016586436086107,-0.3128671988971339,0.7837813047339893,-15.55
24,1,49.55,1210.4,1,1,0,0,1,0,0,0,-0.08166574183383808,-0.48835610498210114,-0.08576912843794901,-20.8
24,1,54.8,1291.3,0,1,0,0,0,1,0,0,-0.08166574183383808,-0.3128671988971339,-0.038728503575407476,-15.55
69,1,78.6,5356.45,1,0,1,0,0,1,0,0,1.2728631746441463,0.4694111316108788,1.217343668694137,8.25
53,1,100.3,5200.8,0,0,1,0,0,0,0,1,0.8706501574850521,1.1679597960854704,1.1864427907815147,29.95
60,0,53.6,3237.05,0,0,0,1,0,0,1,0,1.0537615059970018,-0.3528712109726332,0.7200522636826631,-16.75
7,1,81.1,576.65,1,1,0,0,0,0,1,0,-1.0064820089535154,0.5505196864943863,-0.5730767326502485,10.75
20,1,19.35,433.75,0,0,1,0,0,1,0,0,-0.25541534333978894,-1.5299065574291648,-0.7371038050487378,-51.0
23,1,85.6,1868.4,0,1,0,0,0,0,1,0,-0.1235691070706996,0.6960762620014855,0.24520175664019161,15.25
72,1,80.8,5728.55,0,0,0,1,0,0,1,0,1.3423997654271964,0.5407960458988832,1.2885887332298886,10.45
11,1,74.95,825.7,1,1,0,0,0,0,1,0,-0.7298116152432648,0.35066491088192586,-0.34859531202673305,4.6
21,1,19.6,390.4,0,0,0,1,0,0,0,1,-0.21037318606620267,-1.520962856900788,-0.7948005375450714,-50.75
1,1,93.55,93.55,1,1,0,0,0,0,1,0,-1.64951068859475,0.9519302815209447,-1.4413861322366583,23.2
31,1,90.7,2845.15,0,1,0,0,0,0,1,0,0.18870045504800334,0.8603920684051211,0.6025321484331397,20.35
57,1,69.75,3894.4,0,0,0,1,0,0,0,1,0.9767885976958255,0.18078390943673636,0.8952637648907569,-0.6
45,1,20.0,886.4,0,0,0,1,1,0,0,0,0.6444812735320022,-1.5066689564812639,-0.30176002420744275,-50.35
10,1,95.25,1021.55,0,1,0,0,0,0,1,0,-0.7934821062361607,1.0064381994998608,-0.20549270136931655,24.9
58,1,102.1,5885.4,1,1,0,0,0,1,0,0,1.002685710588044,1.2253919241588034,1.3175875334525842,31.75
14,1,19.95,268.4,0,1,0,0,0,0,0,1,-0.5547408378026305,-1.5084546268396353,-0.9879662948250794,-50.4
27,1,80.85,2204.35,0,0,1,0,0,0,0,1,0.038755248387426125,0.5424168286778361,0.38116984109563773,10.5
14,1,90.9,1259.0,1,1,0,0,1,0,0,0,-0.5547408378026305,0.8668223387831322,-0.05723867515397465,20.55
12,0,29.2,309.1,1,1,0,0,0,0,0,1,-0.6690121449776787,-1.1825981472057359,-0.9173452827729897,-41.15
69,1,93.3,6398.05,0,0,0,1,1,0,0,0,1.2728631746441463,0.9439085562624021,1.408515124427132,22.95
25,1,89.15,2257.75,1,1,0,0,1,0,0,0,-0.040679185263632685,0.8105234464734496,0.40132964284385875,18.8
58,1,108.85,6287.25,1,0,1,0,0,0,1,0,1.002685710588044,1.4401377063753968,1.3893362990102112,38.5
35,0,46.35,1662.05,0,0,0,1,0,1,0,0,0.32860085336873746,-0.5959510332272929,0.15235856851873328,-24.0
16,1,84.75,1350.15,1,1,0,0,0,0,1,0,-0.448619898948372,0.668624336765403,-0.0058729138878484514,14.4
45,1,78.75,3600.65,0,0,1,0,0,1,0,0,0.6444812735320022,0.4742827034982674,0.8199340639161631,8.4
17,1,83.55,1329.15,0,1,0,0,0,0,1,0,-0.3981465169371277,0.6298356452854995,-0.01747221270710859,13.2
1,1,45.7,45.7,1,1,0,0,0,0,1,0,-1.64951068859475,-0.6178684647718399,-1.6856188250087347,-24.65
22,1,19.6,422.5,0,0,1,0,0,0,0,1,-0.1664493239068418,-1.520962856900788,-0.7516487416371923,-50.75
1,1,69.95,69.95,1,1,0,0,0,0,1,0,-1.64951068859475,0.18733383593702324,-1.5461057612556262,-0.4
67,1,67.85,4627.65,0,0,0,1,0,0,0,1,1.2255857951871587,0.11849330270876175,1.0663331142348198,-2.5
67,1,105.65,6717.9,0,0,0,1,1,0,0,0,1.2255857951871587,1.3384530405556447,1.4625227551377877,35.3
2,0,44.6,97.1,1,1,0,0,0,0,1,0,-1.5006572680319321,-0.6550091638932348,-1.4273840876680126,-25.75
23,1,74.95,1710.45,1,1,0,0,0,0,1,0,-0.1235691070706996,0.35066491088192586,0.17487600987650723,4.6
9,1,75.5,637.4,0,1,0,0,0,1,0,0,-0.8604404110614414,0.3685837096524395,-0.5124944392870001,5.15
5,1,20.15,117.95,0,1,0,0,0,0,0,1,-1.1744883931411274,-1.5013137577772593,-1.3520055981421115,-50.2
54,0,45.2,2460.55,0,0,0,1,0,1,0,0,0.8975814827917186,-0.6347427928009792,0.47479471259080147,-25.15
57,1,95.25,5464.65,1,0,0,1,0,0,1,0,0.9767885976958255,1.0064381994998608,1.2384316994254088,24.9
24,1,89.85,2165.05,1,1,0,0,0,0,0,1,-0.08166574183383808,0.8330522542181662,0.3660990809837625,19.5
49,1,100.45,4941.8,1,0,1,0,0,0,0,1,0.7600695254995882,1.1727485637783024,1.1334580424704348,30.1
5,1,47.15,223.15,1,1,0,0,0,0,1,0,-1.1744883931411274,-0.5690050833709358,-1.0765467843894625,-23.2
2,1,80.2,181.1,1,1,0,0,0,0,1,0,-1.5006572680319321,0.5213411393035046,-1.171785994117179,9.85
4,1,87.1,341.45,1,1,0,0,0,0,0,1,-1.2703041619828765,0.7444741934175301,-0.8660015178967563,16.75
70,1,79.25,5731.85,0,0,0,1,1,0,0,0,1.2962219315344548,0.4905165741660552,1.2892049118491815,8.9
5,1,75.9,357.75,1,1,0,0,1,0,0,0,-1.1744883931411274,0.3816098016010667,-0.8414935750954877,5.55
53,1,85.7,4616.1,0,1,0,0,0,0,1,0,0.8706501574850521,0.6993046359887538,1.0638011833668897,15.35
47,1,98.75,4533.7,1,1,0,0,0,0,1,0,0.7029412865073081,1.1184461624560507,1.0455993161340824,28.4
31,1,20.1,589.25,0,0,1,0,0,1,0,0,0.18870045504800334,-1.5030985227179798,-0.5601334692414598,-50.25
13,1,61.8,750.1,0,1,0,0,1,0,0,0,-0.6107472632943244,-0.0806874496327755,-0.41066340095251913,-8.55
28,1,49.9,1410.25,0,1,0,0,0,0,0,1,0.07729694625567074,-0.47661786375770615,0.02659577315144141,-20.45
10,1,86.45,830.85,1,1,0,0,0,0,1,0,-0.7934821062361607,0.7235090161852422,-0.34452380299670077,16.1
38,1,20.4,743.5,0,0,0,1,1,0,0,0,0.42796708369087405,-1.4923944221032797,-0.4163000685868236,-49.95
1,1,45.3,45.3,1,1,0,0,0,0,0,1,-1.64951068859475,-0.6313668917649817,-1.688335969144807,-25.05
67,1,104.1,7040.85,1,0,1,0,0,0,1,0,1.2255857951871587,1.2891218050442306,1.5151401978178585,33.75
52,1,75.4,3865.45,0,0,1,0,0,0,0,1,0.8434416676242629,0.3653264301404089,0.8880320830056664,5.05
62,1,108.15,6825.65,0,0,0,1,0,0,0,1,1.1039196022329891,1.4179124134697956,1.4802841107251796,37.8
16,1,86.25,1340.1,0,1,0,0,0,0,1,0,-0.448619898948372,0.7170559646006489,-0.011407086139498522,15.9
5,1,81.0,371.65,1,1,0,0,0,0,1,0,-1.1744883931411274,0.5472787543993771,-0.8212426097364454,10.65
12,1,95.7,1184.0,0,0,1,0,0,0,1,0,-0.6690121449776787,1.0208552500044894,-0.1016269219785096,25.35
72,1,116.85,8477.7,0,0,0,1,1,0,0,0,1.3423997654271964,1.6934416927995195,1.7295021528789878,46.5
71,1,105.75,7382.85,0,0,1,0,1,0,0,0,1.3193994974194543,1.3416339409892273,1.5689326640456074,35.4
24,1,20.15,456.85,0,0,1,0,0,0,0,1,-0.08166574183383808,-1.5013137577772593,-0.7080973282797987,-50.2
15,1,19.6,331.6,0,0,0,1,0,0,0,1,-0.5007629740697964,-1.520962856900788,-0.8812366743302139,-50.75
67,1,90.6,6056.15,1,0,1,0,0,1,0,0,1.2255857951871587,0.8571765590171583,1.3485076471348116,20.25
2,1,60.95,134.6,0,1,0,0,1,0,0,0,-1.5006572680319321,-0.10877821457555378,-1.298621058681932,-9.4
5,0,25.05,125.5,0,1,0,0,0,0,0,1,-1.1744883931411274,-1.3277567123642924,-1.3271493319781407,-45.3
15,1,88.15,1390.6,1,1,0,0,0,0,1,0,-0.5007629740697964,0.7783178055755322,0.0160955229049833,17.8
1,1,20.2,20.2,1,1,0,0,0,0,0,1,-1.64951068859475,-1.4995292931128832,-1.911937689041625,-50.15
41,1,60.3,2511.3,0,0,1,0,1,0,0,0,0.5231909668554814,-0.1302778854382156,0.49246814135027617,-10.05
43,1,63.95,2737.05,0,1,0,0,0,0,1,0,0.5845984244882567,-0.009754197124489362,0.5680011787337107,-6.4
1,1,74.3,74.3,0,1,0,0,0,0,1,0,-1.64951068859475,0.329476232972795,-1.5250270284390142,3.95
1,1,70.6,70.6,0,1,0,0,0,0,0,1,-1.64951068859475,0.20861204286592355,-1.5428958353214677,0.25
26,1,90.8,2361.8,1,1,0,0,0,0,1,0,-0.0005552316562695923,0.8636073282300478,0.43961063822006957,20.45
22,1,79.35,1730.35,1,1,0,0,0,0,1,0,-0.1664493239068418,0.49376248308621734,0.18399640889472135,9.0
71,1,90.55,6404.0,0,0,0,1,1,0,0,0,1.3193994974194543,0.8555687106458608,1.409537998540144,20.2
7,1,19.45,165.35,0,0,0,1,0,0,0,1,-1.0064820089535154,-1.5263281441281547,-1.211713000807256,-50.9
28,1,64.45,1867.6,0,1,0,0,1,0,0,0,0.07729694625567074,0.006717763956388319,0.24485694999580032,-5.9
16,1,69.65,1043.3,0,1,0,0,0,0,1,0,-0.448619898948372,0.1775084522027784,-0.19090245970489889,-0.7
7,1,19.5,128.6,0,0,1,0,0,0,0,1,-1.0064820089535154,-1.524539404835723,-1.317263708424231,-50.85
69,1,110.5,7455.45,0,0,0,1,1,0,0,0,1.2728631746441463,1.492486144741693,1.5801114444345297,40.15
1,0,24.7,24.7,0,1,0,0,0,0,0,1,-1.64951068859475,-1.3400710232945148,-1.8608767075318686,-45.65
3,1,77.4,206.15,0,1,0,0,0,0,1,0,-1.3774251677095442,0.4304149216800809,-1.1132944905448119,7.05
21,1,96.8,2030.3,1,1,0,0,1,0,0,0,-0.21037318606620267,1.0560768778043326,0.3128227861894732,26.45
69,1,85.4,5869.4,0,1,0,0,1,0,0,0,1.2728631746441463,0.6896187176824825,1.314656027540456,15.05
71,0,47.6,3377.8,0,0,0,1,1,0,0,0,1.3193994974194543,-0.553862017963901,0.7596642043376728,-22.75
69,1,19.4,1346.2,0,0,0,1,0,0,0,1,1.2728631746441463,-1.5281171947201795,-0.008044358838486003,-50.95
48,1,103.85,4946.05,0,1,0,0,0,0,1,0,0.7316665616121936,1.2811603234984021,1.134344023077501,33.5
47,1,83.35,4065.0,1,1,0,0,1,0,0,0,0.7029412865073081,0.6233670680458068,0.9370835511160622,13.0
2,1,49.4,106.55,1,1,0,0,0,0,1,0,-1.5006572680319321,-0.493388548505573,-1.3918708153949941,-20.95
45,1,108.45,4964.7,0,1,0,0,0,1,0,0,0.6444812735320022,1.427438777440126,1.1382252101703827,38.1
51,1,81.0,4085.75,0,1,0,0,1,0,0,0,0.8159478490179468,0.5472787543993771,0.9420801885692628,10.65
22,1,79.2,1742.75,1,1,0,0,0,0,1,0,-0.1664493239068418,0.48889351177108425,0.18963996566759844,8.85
72,1,86.65,6224.8,0,0,0,1,1,0,0,0,1.3423997654271964,0.7299610174611816,1.3784151667600684,16.3
37,1,92.95,3415.25,0,1,0,0,0,0,1,0,0.39533012829048825,0.9326755968355337,0.7699959477800115,22.6
71,1,90.35,6325.25,0,0,0,1,0,0,1,0,1.3193994974194543,0.8491366917920686,1.3959420960623306,20.0
7,1,48.7,340.25,1,1,0,0,0,0,1,0,-1.0064820089535154,-0.5168874366440291,-0.8678399349410207,-21.65
66,1,25.15,1683.6,0,0,0,1,0,1,0,0,1.2016586436086107,-1.3242405071250152,0.16244402315274611,-45.2
51,1,76.4,3966.3,0,0,1,0,1,0,0,0,0.8159478490179468,0.39788563938019333,0.913052324118078,6.05
30,1,19.55,608.5,0,0,1,0,1,0,0,0,0.15223372353283068,-1.5227509760296476,-0.5407516781212977,-50.8
34,1,85.35,2896.6,0,1,0,0,0,0,1,0,0.29446662195478274,0.6880041654578171,0.6186240393769192,15.0
64,1,24.8,1514.85,0,0,0,1,0,0,0,1,1.1532048597782154,-1.3365514377499943,0.08072373078504698,-45.55
65,1,103.15,6792.45,0,0,1,0,1,0,0,0,1.177533226731727,1.2588609757373028,1.474833916074521,32.8
47,1,100.75,4669.2,0,1,0,0,0,0,0,1,0.7029412865073081,1.1823245882172968,1.0754026678023307,30.4
1,1,95.6,95.6,1,1,0,0,0,0,1,0,-1.64951068859475,1.0176518744347327,-1.4332535202517287,25.25
49,1,59.75,2934.3,1,1,0,0,0,1,0,0,0.7600695254995882,-0.14848258550432603,0.630280476368386,-10.6
67,1,94.1,6302.8,0,0,0,1,0,1,0,0,1.2255857951871587,0.9695727697811453,1.3920430533070975,23.75
39,1,19.35,779.2,0,0,1,0,1,0,0,0,0.46014457930192076,-1.5299065574291648,-0.3862428438103183,-51.0
14,1,19.9,283.75,0,1,0,0,0,0,0,1,-0.5547408378026305,-1.510240600546022,-0.9604521368959844,-50.45
43,1,108.15,4600.7,1,1,0,0,0,1,0,0,0.5845984244882567,1.4179124134697956,1.0604179097406554,37.8
56,1,101.05,5594.0,0,1,0,0,0,0,1,0,0.950643434792482,1.191898603361095,1.2632367189353404,30.7
14,1,59.1,772.85,0,0,1,0,0,1,0,0,-0.5547408378026305,-0.17001236868579356,-0.3915129871844254,-11.25
1,1,71.35,71.35,1,1,0,0,0,0,1,0,-1.64951068859475,0.23314675003557836,-1.5392189941310046,1.0
16,1,55.85,857.8,0,0,1,0,0,0,0,1,-0.448619898948372,-0.2779139297029644,-0.32351917594974944,-14.5
70,1,106.05,7554.05,0,1,0,0,0,0,1,0,1.2962219315344548,1.35117537070494,1.5951642591018003,35.7
72,1,84.1,5981.65,0,0,0,1,0,1,0,0,1.3423997654271964,0.6476186260978514,1.3350979598871628,13.75
23,1,75.3,1702.9,0,1,0,0,0,1,0,0,-0.1235691070706996,0.3620688471703675,0.17139503872887055,4.95
21,1,24.7,467.15,0,1,0,0,0,0,0,1,-0.21037318606620267,-1.3400710232945148,-0.6955150780989253,-45.65
1,1,20.15,20.15,1,1,0,0,0,0,0,1,-1.64951068859475,-1.5013137577772593,-1.9125487166763813,-50.2
1,1,69.75,69.75,1,1,0,0,1,0,0,0,-1.64951068859475,0.18078390943673636,-1.5470978463291052,-0.6
32,1,93.2,2931.0,1,1,0,0,0,0,1,0,0.224542435670572,0.9406994425498253,0.6292646300450448,22.85
17,1,80.85,1400.85,1,1,0,0,0,0,1,0,-0.3981465169371277,0.5424168286778361,0.021586463663563225,10.5
4,0,33.65,137.85,1,1,0,0,0,0,1,0,-1.2703041619828765,-1.0285157937110938,-1.2887789328249235,-36.7
